sample,sex,age,cg24488810,cg14143632,cg03481131,cg00305629,cg14144550,cg14143589,cg04759982,cg06203259,cg13657200,cg10172884,cg19478228,cg20014432,cg14144583,cg00944626,cg21159778,cg12877860
GSM2334173,1,24,,,,0.86765485,,,0.39676735,,0.67606946,,,,,,0.02623014,0.71337142
GSM2334174,0,43,,,,0.70493719,,,0.34567301,,0.54941176,,,,,,0.04343894,0.69092836
GSM2334175,1,21,,,,0.82415345,,,0.39467079,,0.60657550,,,,,,0.01463951,0.69729704
GSM2334176,1,17,,,,0.87125088,,,0.35730996,,0.68979543,,,,,,0.02141263,0.69637037
GSM2334177,0,50,,,,0.66758715,,,0.43290866,,0.53201951,,,,,,0.12359206,0.74581211
GSM2334178,0,15,,,,0.88302579,,,0.37792865,,0.68059877,,,,,,0.03021198,0.73438622
GSM2334179,0,62,,,,0.73429127,,,0.41891434,,0.54018504,,,,,,0.11789484,0.71344508
GSM2334180,0,28,,,,0.85075658,,,0.39096829,,0.61440458,,,,,,0.12234941,0.73723898
GSM2334181,1,16,,,,0.75933017,,,0.37257561,,0.57308923,,,,,,0.01945799,0.66978568
GSM2334182,1,35,,,,0.79286132,,,0.39512908,,0.63279059,,,,,,0.09064154,0.72950883
GSM2334183,1,50,,,,0.76759265,,,0.38491411,,0.60490847,,,,,,0.12307388,0.72593048
GSM2334184,0,63,,,,0.77108263,,,0.40569683,,0.54796423,,,,,,0.24313545,0.80135923
GSM2334185,0,49,,,,0.82189689,,,0.42529051,,0.59390502,,,,,,0.14803745,0.71681914
GSM2334186,1,34,,,,0.85773839,,,0.39898097,,0.64087411,,,,,,0.12778256,0.79049414
GSM2334187,0,47,,,,0.72872921,,,0.42330246,,0.57684742,,,,,,0.05922250,0.68363754
GSM2334188,1,58,,,,0.73951654,,,0.34859016,,0.48026870,,,,,,0.17441448,0.68916712
GSM2334189,0,71,,,,0.72185209,,,0.38157003,,0.52426391,,,,,,0.13256680,0.75269623
GSM2334190,1,23,,,,0.85360933,,,0.39861334,,0.68031487,,,,,,0.06154638,0.72042992
GSM2334191,0,21,,,,0.80227372,,,0.36698520,,0.63469513,,,,,,0.01925238,0.68951969
GSM2334192,0,17,,,,0.85163500,,,0.39918291,,0.65360836,,,,,,0.02069149,0.73198203
GSM2334193,0,71,,,,0.74495948,,,0.43581930,,0.54335828,,,,,,0.24108980,0.69502428
GSM2334194,0,24,,,,0.71058701,,,0.39436740,,0.57346137,,,,,,0.01742929,0.70114874
GSM2334195,0,29,,,,0.86138812,,,0.38444866,,0.62629094,,,,,,0.03260337,0.69451599
GSM2334196,1,39,,,,0.82690732,,,0.38153773,,0.62925123,,,,,,0.10048274,0.77268523
GSM2334197,1,16,,,,0.82286485,,,0.38089399,,0.66029866,,,,,,0.02785945,0.74224553
GSM2334198,1,52,,,,0.71621753,,,0.44335826,,0.59170605,,,,,,0.15783322,0.73680631
GSM2334199,1,27,,,,0.82905603,,,0.36691260,,0.70241623,,,,,,0.01681270,0.68217716
GSM2334200,1,19,,,,0.78418491,,,0.38387116,,0.63626880,,,,,,0.03924299,0.67446522
GSM2334201,1,33,,,,0.80805815,,,0.39948512,,0.58523677,,,,,,0.10603103,0.69467318
GSM2334202,1,61,,,,0.79079747,,,0.39614391,,0.58014356,,,,,,0.26648319,0.72104538
GSM2334203,1,47,,,,0.81142314,,,0.38228085,,0.61167210,,,,,,0.04322542,0.74384364
GSM2334204,0,19,,,,0.83671838,,,0.38010386,,0.65656125,,,,,,0.01530779,0.69311358
GSM2334205,0,51,,,,0.71835239,,,0.42638871,,0.54469368,,,,,,0.10858935,0.75552596
GSM2334206,1,31,,,,0.82737774,,,0.39949627,,0.62788958,,,,,,0.04632427,0.72612627
GSM2334207,1,21,,,,0.80109024,,,0.36539961,,0.58087101,,,,,,0.02578677,0.73869220
GSM2334208,0,20,,,,0.78818678,,,0.39418184,,0.64852911,,,,,,0.02078824,0.67860123
GSM2334209,1,19,,,,0.72889417,,,0.36845607,,0.55463340,,,,,,0.02658408,0.66092364
GSM2334210,1,20,,,,0.82490231,,,0.33766464,,0.65895421,,,,,,0.04288967,0.75305843
GSM2334211,1,44,,,,0.78890960,,,0.38499664,,0.59820571,,,,,,0.08412454,0.74406975
GSM2334212,0,16,,,,0.84138533,,,0.38184204,,0.65389413,,,,,,0.01688869,0.65168637
GSM2334214,0,61,,,,0.71511047,,,0.43039902,,0.52685952,,,,,,0.18642178,0.69993695
GSM2334215,1,41,,,,0.82441419,,,0.36620848,,0.63383036,,,,,,0.07942731,0.72817034
GSM2334216,1,19,,,,0.81384591,,,0.39016742,,0.65677742,,,,,,0.03400509,0.69366909
GSM2334218,0,48,,,,0.72104471,,,0.41240529,,0.54639229,,,,,,0.03006694,0.69832128
GSM2334220,0,40,,,,0.82965845,,,0.45496480,,0.63370056,,,,,,0.07883074,0.72510873
GSM2334221,0,51,,,,0.83593702,,,0.39815770,,0.58869639,,,,,,0.04843751,0.73306736
GSM2334222,0,15,,,,0.83499091,,,0.40880011,,0.62341936,,,,,,0.02170190,0.73839186
GSM2334223,0,78,,,,0.66638270,,,0.40386790,,0.50049854,,,,,,0.29429836,0.74608782
GSM2334224,0,72,,,,0.86053968,,,0.36376214,,0.62194270,,,,,,0.26461443,0.74971341
GSM2334225,1,61,,,,0.80123169,,,0.38851084,,0.55334667,,,,,,0.09950422,0.71643791
GSM2334226,0,33,,,,0.81279918,,,0.39634667,,0.62142296,,,,,,0.07476752,0.75337458
GSM2334227,0,46,,,,0.78803115,,,0.38138859,,0.58998534,,,,,,0.04827875,0.70209733
GSM2334228,1,81,,,,0.80867167,,,0.36273857,,0.58779968,,,,,,0.07331523,0.66366556
GSM2334229,1,69,,,,0.73757658,,,0.36128259,,0.55957004,,,,,,0.09534483,0.71055677
GSM2334230,0,71,,,,0.77869735,,,0.35416028,,0.53681896,,,,,,0.09636499,0.68177818
GSM2334231,0,77,,,,0.66351242,,,0.39338836,,0.48000269,,,,,,0.10230353,0.69525261
GSM2334232,0,54,,,,0.76420801,,,0.41055358,,0.60231164,,,,,,0.03917154,0.67492318
GSM2334233,1,64,,,,0.69433635,,,0.41671842,,0.52260083,,,,,,0.04982197,0.66565746
GSM2334234,0,25,,,,0.74615925,,,0.41341054,,0.61776628,,,,,,0.02554171,0.68542065
GSM2334235,0,41,,,,0.72149084,,,0.46283035,,0.56793913,,,,,,0.15733752,0.72710557
GSM2334236,1,37,,,,0.76678905,,,0.37766798,,0.55176800,,,,,,0.09789258,0.70120051
GSM2334237,0,26,,,,0.78971624,,,0.40498432,,0.59230849,,,,,,0.02601961,0.69502322
GSM2334238,0,61,,,,0.83639549,,,0.41030766,,0.60296780,,,,,,0.11378235,0.72263220
GSM2334239,1,67,,,,0.82554330,,,0.35122465,,0.63846098,,,,,,0.14087052,0.78785090
GSM2334240,0,37,,,,0.84912089,,,0.37060050,,0.64056362,,,,,,0.03291834,0.70867559
GSM2334241,0,36,,,,0.85168835,,,0.41744700,,0.60849257,,,,,,0.11164723,0.76474005
GSM2334242,0,49,,,,0.78394120,,,0.39513527,,0.56075066,,,,,,0.07398400,0.75198016
GSM2334243,1,59,,,,0.73683957,,,0.35265044,,0.53897472,,,,,,0.15046398,0.74119357
GSM2334244,1,50,,,,0.74208956,,,0.38544286,,0.55773975,,,,,,0.12391064,0.71468961
GSM2334245,1,34,,,,0.73928326,,,0.41968989,,0.53012874,,,,,,0.03283546,0.66479660
GSM2334246,0,51,,,,0.79682436,,,0.39510119,,0.58611035,,,,,,0.10922490,0.72816134
GSM2334247,1,25,,,,0.81494109,,,0.35104451,,0.62191405,,,,,,0.02186322,0.73515795
GSM2334248,0,79,,,,0.74844728,,,0.40195600,,0.53330738,,,,,,0.16761648,0.69021547
GSM2334249,1,31,,,,0.78529408,,,0.36034190,,0.56834276,,,,,,0.03302555,0.67858861
GSM2334250,0,40,,,,0.75830455,,,0.38338815,,0.58755371,,,,,,0.06162424,0.72059054
GSM2334251,1,29,,,,0.82778862,,,0.39652233,,0.62879904,,,,,,0.03432574,0.73888019
GSM2334252,0,63,,,,0.66892827,,,0.41430988,,0.53187789,,,,,,0.16985017,0.70716575
GSM2334253,1,45,,,,0.82910307,,,0.39313807,,0.61915081,,,,,,0.08166798,0.71935505
GSM2334254,0,49,,,,0.78243654,,,0.35155619,,0.58565672,,,,,,0.06860558,0.71340344
GSM2334255,0,42,,,,0.72523761,,,0.49829094,,0.52674891,,,,,,0.04119047,0.73235682
GSM2334256,1,47,,,,0.74180372,,,0.42569487,,0.58862384,,,,,,0.14578619,0.79073787
GSM2334257,0,45,,,,0.72647919,,,0.40463985,,0.56086340,,,,,,0.05664833,0.65784319
GSM2334259,1,72,,,,0.81889412,,,0.39753666,,0.59586206,,,,,,0.28759957,0.75163893
GSM2334260,1,39,,,,0.84059632,,,0.43213883,,0.63466342,,,,,,0.17565447,0.78087384
GSM2334261,0,70,,,,0.57529441,,,0.40171667,,0.43874916,,,,,,0.11616497,0.67474870
GSM2334262,0,15,,,,0.82320196,,,0.36420895,,0.65881455,,,,,,0.02330801,0.69177757
GSM2334263,1,62,,,,0.72734985,,,0.40742754,,0.52107328,,,,,,0.19581647,0.76032999
GSM2334264,0,53,,,,0.83843848,,,0.38054474,,0.56693162,,,,,,0.14646981,0.75766508
GSM2334265,1,31,,,,0.83188797,,,0.39736263,,0.64257151,,,,,,0.07733030,0.68907415
GSM2334266,0,81,,,,0.82859015,,,0.41586120,,0.55433510,,,,,,0.23279523,0.74909771
GSM2334267,1,44,,,,0.84152355,,,0.35506644,,0.61455069,,,,,,0.22040125,0.73828157
GSM2334268,0,69,,,,0.74490783,,,0.42899136,,0.57082558,,,,,,0.22791188,0.73843660
GSM2334270,1,53,,,,0.76649988,,,0.36010101,,0.56745128,,,,,,0.11723874,0.71065832
GSM2334271,0,15,,,,0.84782441,,,0.35870961,,0.66611220,,,,,,0.02051150,0.70542263
GSM2334272,1,55,,,,0.83473259,,,0.36332643,,0.63368393,,,,,,0.16998232,0.69079200
GSM2334273,0,55,,,,0.84037228,,,0.43657674,,0.60331166,,,,,,0.08943253,0.74849376
GSM2334274,1,15,,,,0.89472355,,,0.40734490,,0.68437595,,,,,,0.02053494,0.76706745
GSM2334275,0,41,,,,0.82493572,,,0.38922465,,0.65136196,,,,,,0.03701674,0.73236613
GSM2334276,0,79,,,,0.77899342,,,0.38716165,,0.58713919,,,,,,0.22381506,0.72439141
GSM2334277,1,50,,,,0.73832465,,,0.36420384,,0.57667102,,,,,,0.10878582,0.73166240
GSM2334278,0,75,,,,0.77976110,,,0.35844008,,0.54915022,,,,,,0.19490275,0.70738979
GSM2334279,1,45,,,,0.77229698,,,0.40532966,,0.60270832,,,,,,0.06533633,0.73177307
GSM2334280,1,73,,,,0.80585033,,,0.35150466,,0.55929048,,,,,,0.16343701,0.72967322
GSM2334281,1,75,,,,0.80261504,,,0.37977953,,0.60590462,,,,,,0.19117879,0.75735354
GSM2334282,1,18,,,,0.82671887,,,0.40370475,,0.63826815,,,,,,0.01869376,0.71830690
GSM2334283,0,74,,,,0.80134485,,,0.43181246,,0.57616331,,,,,,0.34552684,0.81785241
GSM2334284,1,65,,,,0.65879885,,,0.41391511,,0.49668697,,,,,,0.18518347,0.73135526
GSM2334285,1,39,,,,0.86434738,,,0.37430873,,0.68147170,,,,,,0.05504062,0.77345216
GSM2334286,0,47,,,,0.82715659,,,0.41426977,,0.59824418,,,,,,0.07581926,0.68232871
GSM2334287,0,57,,,,0.76786901,,,0.43525303,,0.57508243,,,,,,0.22263679,0.74379584
GSM2334288,1,62,,,,0.69105061,,,0.39854347,,0.53381695,,,,,,0.15980763,0.69112171
GSM2334289,1,69,,,,0.76570052,,,0.35998930,,0.58280247,,,,,,0.07589216,0.70004019
GSM2334290,0,70,,,,0.74190717,,,0.38568990,,0.54473703,,,,,,0.13609466,0.72069823
GSM2334291,1,21,,,,0.77038668,,,0.39674718,,0.58893575,,,,,,0.01927972,0.72057410
GSM2334292,0,63,,,,0.65261914,,,0.35834658,,0.52015263,,,,,,0.08391192,0.66553304
GSM2334293,1,17,,,,0.81276141,,,0.37719393,,0.64180715,,,,,,0.03106628,0.76275371
GSM2334294,0,39,,,,0.74788370,,,0.40919487,,0.56912689,,,,,,0.08325179,0.70501652
GSM2334295,1,56,,,,0.73653706,,,0.42932883,,0.56061404,,,,,,0.16210636,0.68483614
GSM2334296,0,75,,,,0.80470252,,,0.38682905,,0.57926708,,,,,,0.17579291,0.71180616
GSM2334297,1,68,,,,0.76708863,,,0.36406377,,0.59545507,,,,,,0.23248501,0.76517503
GSM2334298,1,38,,,,0.83247188,,,0.42706369,,0.63763504,,,,,,0.13157918,0.81129704
GSM2334299,0,53,,,,0.71541887,,,0.42325517,,0.59322995,,,,,,0.18668735,0.77476183
GSM2334300,0,36,,,,0.77941876,,,0.42027144,,0.58273201,,,,,,0.19626410,0.72214625
GSM2334301,0,70,,,,0.76155310,,,0.40111795,,0.58108835,,,,,,0.21232109,0.79026700
GSM2334302,0,67,,,,0.69258195,,,0.41117696,,0.54438051,,,,,,0.21721555,0.78216664
GSM2334303,0,63,,,,0.78741338,,,0.37207048,,0.56646652,,,,,,0.08328496,0.68021156
GSM2334304,1,47,,,,0.85759451,,,0.41272619,,0.59369381,,,,,,0.17455020,0.79841784
GSM2334305,0,44,,,,0.84726214,,,0.37501772,,0.62329074,,,,,,0.02916579,0.70872045
GSM2334306,0,16,,,,0.81682028,,,0.39256444,,0.64523867,,,,,,0.01774822,0.68835713
GSM2334307,1,80,,,,0.74137977,,,0.42592404,,0.51508067,,,,,,0.21663771,0.69323948
GSM2334308,1,69,,,,0.85472263,,,0.39348241,,0.59077602,,,,,,0.26722733,0.76896495
GSM2334309,1,22,,,,0.74221559,,,0.37965398,,0.60799032,,,,,,0.02430922,0.73437963
GSM2334310,1,19,,,,0.84220365,,,0.38398253,,0.63295781,,,,,,0.02113677,0.67927605
GSM2334311,1,76,,,,0.65017746,,,0.42652701,,0.48423187,,,,,,0.23106284,0.72613368
GSM2334312,1,38,,,,0.81239487,,,0.39713900,,0.60176536,,,,,,0.05871878,0.73307377
GSM2334313,1,54,,,,0.71617202,,,0.38075981,,0.52295695,,,,,,0.19048791,0.74717606
GSM2334314,1,70,,,,0.85050835,,,0.37678087,,0.63055290,,,,,,0.11913451,0.74851110
GSM2334315,1,44,,,,0.83573474,,,0.40996098,,0.64039741,,,,,,0.19968240,0.75522482
GSM2334316,0,16,,,,0.83012993,,,0.39463629,,0.67343118,,,,,,0.04283315,0.76041143
GSM2334317,0,40,,,,0.76499395,,,0.42836217,,0.59213209,,,,,,0.05029754,0.72560035
GSM2334318,1,71,,,,0.74957547,,,0.37043132,,0.56196925,,,,,,0.30073000,0.77878487
GSM2334319,0,67,,,,0.78033955,,,0.42963384,,0.59650526,,,,,,0.12928708,0.73773145
GSM2334320,1,48,,,,0.75254256,,,0.35685324,,0.60868611,,,,,,0.10790537,0.73461506
GSM2334321,1,19,,,,0.87252650,,,0.40671821,,0.68484751,,,,,,0.02299298,0.70161505
GSM2334322,1,18,,,,0.87302268,,,0.37277180,,0.67974805,,,,,,0.02292081,0.75445483
GSM2334323,1,83,,,,0.82821761,,,0.34191258,,0.54543819,,,,,,0.07165004,0.69994280
GSM2334324,1,36,,,,0.77281112,,,0.37537310,,0.57322472,,,,,,0.07785585,0.75057683
GSM2334325,1,16,,,,0.80263305,,,0.38042856,,0.62673959,,,,,,0.03167894,0.72165929
GSM2334326,0,17,,,,0.87869613,,,0.38334335,,0.62453401,,,,,,0.02148860,0.70504958
GSM2334327,1,28,,,,0.83638888,,,0.39004506,,0.64247693,,,,,,0.04637469,0.71071772
GSM2334329,1,33,,,,0.89962757,,,0.40249687,,0.66842697,,,,,,0.05128076,0.70079919
GSM2334330,1,44,,,,0.77040095,,,0.40414299,,0.56009266,,,,,,0.10383273,0.71302284
GSM2334331,0,40,,,,0.87010176,,,0.37622639,,0.62120461,,,,,,0.04340757,0.72615805
GSM2334332,0,17,,,,0.74533620,,,0.42052806,,0.59536848,,,,,,0.01667082,0.62927909
GSM2334333,0,68,,,,0.73461291,,,0.36697265,,0.57207002,,,,,,0.24566808,0.71739194
GSM2334334,0,82,,,,0.71312459,,,0.32787627,,0.46660132,,,,,,0.17336643,0.71688582
GSM2334335,0,69,,,,0.70756939,,,0.37239389,,0.47376420,,,,,,0.23380398,0.71140154
GSM2334336,1,66,,,,0.80935403,,,0.38735265,,0.56807004,,,,,,0.15592619,0.76261000
GSM2334337,0,42,,,,0.75564175,,,0.36821527,,0.56041685,,,,,,0.08600539,0.68928366
GSM2334338,1,32,,,,0.83802354,,,0.40987063,,0.64599320,,,,,,0.01790980,0.65522333
GSM2334339,1,34,,,,0.77393202,,,0.42910451,,0.58212763,,,,,,0.06769134,0.62399344
GSM2334340,0,46,,,,0.82326672,,,0.40573724,,0.61442964,,,,,,0.08537779,0.69853827
GSM2334341,1,57,,,,0.67644973,,,0.38649296,,0.56583631,,,,,,0.16828850,0.66605506
GSM2334343,1,56,,,,0.73416453,,,0.39948342,,0.57508582,,,,,,0.06167327,0.71449886
GSM2334344,1,51,,,,0.86127560,,,0.39875302,,0.66765545,,,,,,0.12317576,0.78629269
GSM2334345,0,69,,,,0.71485735,,,0.41953338,,0.55055058,,,,,,0.26389369,0.76371418
GSM2334346,1,51,,,,0.81425935,,,0.40209437,,0.62895032,,,,,,0.16124514,0.77616415
GSM2334347,1,61,,,,0.75840994,,,0.40017792,,0.58690009,,,,,,0.17542826,0.77030034
GSM2334348,0,53,,,,0.74937967,,,0.38142047,,0.61368739,,,,,,0.13827544,0.69021581
GSM2334349,0,15,,,,0.83330855,,,0.38513452,,0.66344787,,,,,,0.03348552,0.72953387
GSM2334350,1,36,,,,0.80803635,,,0.35582440,,0.55661603,,,,,,0.06720887,0.68509808
GSM2334351,0,50,,,,0.78997056,,,0.39254382,,0.55856168,,,,,,0.10598062,0.70353233
GSM2334352,0,67,,,,0.71547304,,,0.42000964,,0.51912447,,,,,,0.24384780,0.72899470
GSM2334353,1,50,,,,0.78949312,,,0.40005552,,0.62400685,,,,,,0.17968281,0.75590549
GSM2334354,0,16,,,,0.79825008,,,0.40023293,,0.64168961,,,,,,0.04035640,0.69527215
GSM2334355,1,59,,,,0.75048548,,,0.38334613,,0.61079052,,,,,,0.15575759,0.71109523
GSM2334356,0,21,,,,0.83442817,,,0.37440381,,0.62858717,,,,,,0.02817852,0.66181361
GSM2334357,0,25,,,,0.77496525,,,0.41859997,,0.61780657,,,,,,0.02811158,0.65385756
GSM2334358,0,19,,,,0.78091854,,,0.40865338,,0.61784276,,,,,,0.02055072,0.67694052
GSM2334359,0,60,,,,0.87638531,,,0.39836995,,0.61996455,,,,,,0.15151899,0.76827583
GSM2334360,1,48,,,,0.73863718,,,0.40630102,,0.55690511,,,,,,0.15706127,0.70487768
GSM2334361,1,60,,,,0.79073409,,,0.36901957,,0.59919697,,,,,,0.14662879,0.76671410
GSM2334362,1,15,,,,0.67085270,,,0.33627892,,0.55566134,,,,,,0.02324378,0.70236482
GSM2334363,1,33,,,,0.85185774,,,0.44448604,,0.64686767,,,,,,0.17743925,0.78885364
GSM2334364,1,22,,,,0.84628295,,,0.37579984,,0.64145500,,,,,,0.02109727,0.65345944
GSM2334365,0,54,,,,0.75062374,,,0.42626860,,0.58682772,,,,,,0.14428311,0.71849538
GSM2334366,1,94,,,,0.73038752,,,0.44603470,,0.53053371,,,,,,0.23371952,0.79105144
GSM2334367,0,54,,,,0.83505210,,,0.39074176,,0.59214473,,,,,,0.10517397,0.74777225
GSM2334368,0,25,,,,0.86096736,,,0.37529489,,0.62807000,,,,,,0.02886334,0.69193386
GSM2334369,0,48,,,,0.75090900,,,0.38227933,,0.57151679,,,,,,0.11380927,0.73195212
GSM2334370,1,21,,,,0.84597538,,,0.35455765,,0.62302371,,,,,,0.02720710,0.71723067
GSM2334371,1,62,,,,0.85734284,,,0.39031566,,0.60870724,,,,,,0.08099215,0.72905128
GSM2334372,1,21,,,,0.83913261,,,0.40157110,,0.63190783,,,,,,0.03136124,0.72606681
GSM2334373,0,72,,,,0.84598177,,,0.37010706,,0.57741638,,,,,,0.09553626,0.75382367
GSM2334374,0,48,,,,0.78977645,,,0.34266474,,0.54552691,,,,,,0.06683249,0.70247588
GSM2334375,1,46,,,,0.74429694,,,0.37267415,,0.53344363,,,,,,0.06858671,0.68839853
GSM2334376,1,21,,,,0.83701828,,,0.34582125,,0.64380656,,,,,,0.03879976,0.70964436
GSM2334377,1,81,,,,0.68790157,,,0.39893791,,0.52235788,,,,,,0.16066058,0.66703091
GSM2334378,0,69,,,,0.82065438,,,0.34333564,,0.50899159,,,,,,0.04201914,0.66564116
GSM2334379,1,47,,,,0.80213208,,,0.39688922,,0.59653714,,,,,,0.07659521,0.74053670
GSM2334380,1,85,,,,0.80669462,,,0.37096106,,0.57623821,,,,,,0.30888807,0.73225655
GSM2334381,0,48,,,,0.89818817,,,0.38728661,,0.62390754,,,,,,0.08034617,0.71474813
GSM2334382,1,42,,,,0.84992754,,,0.42210869,,0.65401055,,,,,,0.12600684,0.78951613
GSM2334383,0,34,,,,0.86415374,,,0.38239328,,0.63425088,,,,,,0.02791689,0.71437014
GSM2334384,1,50,,,,0.82528216,,,0.39940409,,0.58107133,,,,,,0.19706066,0.77599396
GSM2334385,1,53,,,,0.84845037,,,0.33928854,,0.58245910,,,,,,0.15951818,0.70953557
GSM2334386,1,41,,,,0.73758265,,,0.41885336,,0.57124567,,,,,,0.17507648,0.77080821
GSM2334387,1,38,,,,0.86737901,,,0.32715200,,0.59453024,,,,,,0.05280952,0.70657926
GSM2334388,0,15,,,,0.76078857,,,0.38942432,,0.59452512,,,,,,0.01534814,0.70619459
GSM2334389,0,77,,,,0.83517832,,,0.39505123,,0.53869627,,,,,,0.11466716,0.71129046
GSM2334390,1,44,,,,0.85380706,,,0.33155416,,0.62350961,,,,,,0.11544992,0.72608342
GSM2334391,0,65,,,,0.70817901,,,0.35812321,,0.55741021,,,,,,0.08979037,0.69448836
GSM2334392,1,33,,,,0.82520382,,,0.38010823,,0.64387703,,,,,,0.04091798,0.69903270
GSM2334393,0,71,,,,0.75808609,,,0.35547477,,0.48091065,,,,,,0.08849073,0.68092212
GSM2334394,0,32,,,,0.86873749,,,0.38462780,,0.68750815,,,,,,0.03683526,0.76048810
GSM2334395,1,58,,,,0.70668622,,,0.45121700,,0.57058258,,,,,,0.23399201,0.66499758
GSM2334396,1,56,,,,0.73958248,,,0.37308714,,0.58785859,,,,,,0.23206170,0.72136647
GSM2334397,1,19,,,,0.88484454,,,0.37236511,,0.66302123,,,,,,0.02620127,0.71305098
GSM2334398,1,23,,,,0.77133221,,,0.35745564,,0.59706388,,,,,,0.04974248,0.72486705
GSM2334399,1,29,,,,0.79110544,,,0.37558585,,0.55724261,,,,,,0.04023870,0.71470063
GSM2334400,0,65,,,,0.77599249,,,0.38734918,,0.65242902,,,,,,0.07316262,0.70115158
GSM2334401,1,36,,,,0.74274160,,,0.40619058,,0.58855610,,,,,,0.06459306,0.70226729
GSM2334402,1,60,,,,0.83718726,,,0.38010472,,0.57856044,,,,,,0.20020178,0.72114197
GSM2334403,0,42,,,,0.87359250,,,0.43737731,,0.66574640,,,,,,0.29856905,0.73257895
GSM2334404,1,70,,,,0.78219387,,,0.36300248,,0.57887991,,,,,,0.21210305,0.73767128
GSM2334405,1,69,,,,0.82896003,,,0.32878865,,0.62318779,,,,,,0.13742832,0.74655480
GSM2334406,0,81,,,,0.81460834,,,0.43706522,,0.60625730,,,,,,0.16776378,0.76933517
GSM2334407,0,48,,,,0.81289629,,,0.37600836,,0.58377366,,,,,,0.07539130,0.70528287
GSM2334408,0,31,,,,0.75083414,,,0.42074279,,0.57683286,,,,,,0.02343414,0.68917485
GSM2334409,0,80,,,,0.68228224,,,0.37801557,,0.50487337,,,,,,0.09440287,0.66607186
GSM2334410,0,56,,,,0.76577352,,,0.42024756,,0.57190195,,,,,,0.20420053,0.77105386
GSM2334411,0,47,,,,0.86130583,,,0.42002365,,0.63933265,,,,,,0.09342222,0.73493295
GSM2334412,1,32,,,,0.76567077,,,0.34997483,,0.56477728,,,,,,0.02289589,0.63783216
GSM2334413,0,16,,,,0.84722007,,,0.35789016,,0.59679036,,,,,,0.02783727,0.65721152
GSM2334414,1,23,,,,0.79569969,,,0.37110325,,0.56355597,,,,,,0.04606295,0.73294414
GSM2334415,0,52,,,,0.76916527,,,0.40353396,,0.55493460,,,,,,0.08519034,0.64033140
GSM2334416,1,74,,,,0.66427435,,,0.36528809,,0.54346812,,,,,,0.21903799,0.72543816
GSM2334417,1,51,,,,0.76945544,,,0.34151752,,0.56928307,,,,,,0.20768527,0.74790561
GSM2334418,0,46,,,,0.79031366,,,0.38054607,,0.62667182,,,,,,0.08236081,0.73083260
GSM2334419,0,35,,,,0.74318263,,,0.34696819,,0.55589945,,,,,,0.05234849,0.70260240
GSM2334420,0,42,,,,0.79162908,,,0.38565426,,0.64548753,,,,,,0.12121796,0.73722390
GSM2334421,0,20,,,,0.67965677,,,0.40755382,,0.53480717,,,,,,0.03244797,0.68374603
GSM2334422,1,35,,,,0.85982014,,,0.34898067,,0.62278616,,,,,,0.12750208,0.73316778
GSM2334423,1,33,,,,0.79313155,,,0.37710305,,0.61226292,,,,,,0.10170294,0.75043036
GSM2334424,0,51,,,,0.87188417,,,0.37386402,,0.62926328,,,,,,0.06194835,0.74614770
GSM2334426,0,38,,,,0.79191472,,,0.38746207,,0.56440196,,,,,,0.04399983,0.66024577
GSM2334427,0,27,,,,0.77499034,,,0.41470687,,0.62570142,,,,,,0.03269409,0.72594359
GSM2334428,0,17,,,,0.88721783,,,0.38383311,,0.69227855,,,,,,0.02250864,0.72129474
GSM2334429,1,23,,,,0.86676809,,,0.36451009,,0.60025926,,,,,,0.02080076,0.71625184
GSM2334430,1,81,,,,0.77592971,,,0.40397865,,0.56433453,,,,,,0.24040915,0.74721024
GSM2334431,0,29,,,,0.81547317,,,0.40472506,,0.65329866,,,,,,0.04085571,0.70020635
GSM2334432,1,49,,,,0.62951079,,,0.43492626,,0.54679537,,,,,,0.16131990,0.70510678
GSM2334433,0,40,,,,0.77980444,,,0.43366075,,0.60836248,,,,,,0.05260289,0.71569951
GSM2334434,1,39,,,,0.77010502,,,0.37314102,,0.56827744,,,,,,0.08536260,0.69853625
GSM2334435,0,57,,,,0.80507082,,,0.36303176,,0.61643807,,,,,,0.18307845,0.75477298
GSM2334436,0,17,,,,0.78199644,,,0.40605526,,0.63700095,,,,,,0.02098913,0.61550113
GSM2334437,0,39,,,,0.83756998,,,0.40578097,,0.65722827,,,,,,0.12118118,0.73244390
GSM2334438,1,66,,,,0.77389487,,,0.38795541,,0.61004094,,,,,,0.03154674,0.70053841
GSM2334439,0,56,,,,0.81660461,,,0.37268146,,0.60322927,,,,,,0.10862937,0.71098857
GSM2334440,1,72,,,,0.69413166,,,0.42823867,,0.53884111,,,,,,0.28470061,0.73635084
GSM2334442,1,71,,,,0.74981418,,,0.41395335,,0.49106569,,,,,,0.29656495,0.75913259
GSM2334443,0,53,,,,0.76964781,,,0.36662185,,0.56568506,,,,,,0.15834367,0.69566389
GSM2334444,0,25,,,,0.86663321,,,0.43354315,,0.66145038,,,,,,0.02905582,0.70183875
GSM2334445,1,16,,,,0.83414189,,,0.33975465,,0.61472227,,,,,,0.02224689,0.66313051
GSM2334446,0,20,,,,0.79458207,,,0.40377985,,0.64124507,,,,,,0.02248581,0.69269223
GSM2334447,1,21,,,,0.83673108,,,0.39592917,,0.64188161,,,,,,0.02743574,0.70583015
GSM2334448,1,74,,,,0.77238073,,,0.39180603,,0.57762547,,,,,,0.18621002,0.68383832
