sample,sex,age,cg27099280,cg02935847,cg11164348,cg12670525,cg21801378,cg16778903,cg25311807,cg15193953,cg07483413,cg09616463,cg15628888,cg02687928,cg20809087,cg01928245,cg06534553,cg16477190,cg16460359,cg01373151,cg03621881,cg11766298,cg03943826,cg10786045
GSM2334041,1,55,,,,0.91681904,0.09692504,0.06651219,0.93402220,0.98136217,0.97760236,0.01957943,,,0.13056307,,0.64241663,0.03244549,0.01716631,0.09990855,0.03698785,,0.08480294,
GSM2334042,0,43,,,,0.94800083,0.05466687,0.06334497,0.95877216,0.98090718,0.97739910,0.01662236,,,0.07875916,,0.66165465,0.03311068,0.01665597,0.12485163,0.03000230,,0.09154045,
GSM2334043,1,56,,,,0.92054983,0.09119877,0.05819147,0.93176765,0.97635777,0.97743005,0.02073866,,,0.12324658,,0.65568137,0.04226980,0.01727162,0.12732198,0.04664389,,0.07113443,
GSM2334044,0,63,,,,0.88433414,0.05626378,0.06951679,0.92545601,0.98276475,0.97610411,0.02577366,,,0.09484446,,0.63726001,0.03299674,0.01648507,0.09183246,0.03466873,,0.08572617,
GSM2334045,1,20,,,,0.91469728,0.03090232,0.06307035,0.95166166,0.98099186,0.96640579,0.01966837,,,0.06652896,,0.64559724,0.04312888,0.01884754,0.12996392,0.04737121,,0.11495586,
GSM2334046,1,75,,,,0.90229770,0.09001742,0.05805512,0.93413522,0.98298808,0.97616802,0.02187669,,,0.13615723,,0.59524010,0.03661813,0.01875608,0.08287349,0.03750553,,0.08135304,
GSM2334047,0,65,,,,0.92004682,0.12025470,0.07982322,0.92852996,0.97891447,0.97591218,0.02062556,,,0.21005285,,0.64014366,0.03982869,0.02153653,0.11745523,0.03846034,,0.11965857,
GSM2334048,0,77,,,,0.91170323,0.13530161,0.05926159,0.93115056,0.96089477,0.97599019,0.01883929,,,0.22086344,,0.64482543,0.03316836,0.01593824,0.10404299,0.03314588,,0.08868597,
GSM2334049,0,26,,,,0.93871153,0.03142007,0.08065178,0.94875996,0.97534379,0.97437700,0.01774892,,,0.05974441,,0.64656416,0.03819803,0.01683625,0.12165685,0.02948392,,0.09849864,
GSM2334050,0,69,,,,0.94648298,0.10564060,0.05712166,0.94251746,0.97653871,0.97561645,0.01590255,,,0.11235480,,0.62601716,0.03498547,0.01839430,0.11769949,0.03398125,,0.09069445,
GSM2334051,0,64,,,,0.92446293,0.09376819,0.07194051,0.92264488,0.98521439,0.95677131,0.02024066,,,0.11820878,,0.62319094,0.03716042,0.01334630,0.11670249,0.04330369,,0.09044643,
GSM2334052,1,43,,,,0.92641629,0.02712960,0.06547661,0.95623519,0.98277729,0.97235168,0.01582919,,,0.09055317,,0.63364940,0.03315794,0.01777243,0.11795388,0.05912389,,0.08673352,
GSM2334053,1,39,,,,0.94518076,0.03167338,0.05391529,0.95221868,0.98443824,0.97825426,0.01463135,,,0.07725280,,0.62452987,0.03641024,0.01228989,0.10502782,0.02616231,,0.06187800,
GSM2334054,0,74,,,,0.91540538,0.04867621,0.06320666,0.93110270,0.97891107,0.97999464,0.02183722,,,0.14662375,,0.63402484,0.03692998,0.01731998,0.12519809,0.04337975,,0.08090179,
GSM2334055,0,44,,,,0.94228826,0.06935685,0.06208161,0.95403387,0.96953152,0.97637591,0.01289570,,,0.09492956,,0.65995284,0.02789869,0.01354228,0.09433796,0.02558042,,0.07537841,
GSM2334056,0,47,,,,0.90960446,0.07789804,0.06988742,0.91717787,0.97795951,0.97176673,0.02160818,,,0.09387128,,0.65204779,0.04091084,0.01813436,0.12330438,0.05052991,,0.07940652,
GSM2334057,1,17,,,,0.92918705,0.04697316,0.05545925,0.95788445,0.98137603,0.97791465,0.01556734,,,0.05144220,,0.67469958,0.03452652,0.01372125,0.11828506,0.02422179,,0.07640803,
GSM2334058,0,19,,,,0.91186291,0.03021739,0.06307569,0.95721775,0.98101770,0.97659943,0.01767601,,,0.04727183,,0.64135094,0.04143631,0.01737177,0.11360212,0.06018899,,0.09093459,
GSM2334059,1,15,,,,0.94576559,0.02460786,0.06137051,0.94341323,0.97963035,0.98051924,0.01582058,,,0.04514309,,0.61043029,0.03024185,0.01285639,0.12061427,0.02595373,,0.09011711,
GSM2334060,0,26,,,,0.93706331,0.02851762,0.05399670,0.95491750,0.97020248,0.96777965,0.01689484,,,0.06658571,,0.64722930,0.03580103,0.01427178,0.09260266,0.03109697,,0.05155408,
GSM2334061,1,18,,,,0.93488088,0.02487065,0.05769658,0.95989581,0.97185736,0.97781819,0.01928221,,,0.07632862,,0.63696063,0.02903750,0.01284464,0.10631668,0.02722372,,0.08702978,
GSM2334062,0,17,,,,0.92403652,0.02798404,0.06033282,0.92892243,0.97899806,0.97768294,0.01768447,,,0.04066746,,0.62531313,0.03671608,0.01524966,0.13334879,0.04261696,,0.07878271,
GSM2334063,0,80,,,,0.90438681,0.08162802,0.06046387,0.92648133,0.96682018,0.96848174,0.02877460,,,0.19572068,,0.63467144,0.04790381,0.01845019,0.09177098,0.05305202,,0.10308041,
GSM2334064,0,79,,,,0.92134134,0.13411585,0.06839028,0.92667003,0.98067644,0.97199957,0.01779308,,,0.08757521,,0.51904057,0.04391813,0.01302637,0.11733798,0.04147083,,0.08391809,
GSM2334065,1,71,,,,0.93445880,0.14483767,0.05840128,0.92171686,0.97175487,0.94001724,0.02111335,,,0.15709056,,0.63018680,0.03859150,0.01823822,0.11574634,0.04892641,,0.09406900,
GSM2334066,1,42,,,,0.92143474,0.06515093,0.06741179,0.94759976,0.97186300,0.96865449,0.01631568,,,0.06314017,,0.63410019,0.03146467,0.01449247,0.11482089,0.03080739,,0.09148139,
GSM2334067,1,14,,,,0.93180594,0.03155627,0.06107807,0.95326205,0.98757134,0.97197252,0.01579874,,,0.04565242,,0.60830079,0.03491404,0.01562351,0.11282565,0.03192344,,0.07995437,
GSM2334068,0,53,,,,0.93489225,0.09287983,0.06000023,0.96266308,0.97550375,0.97465978,0.01934823,,,0.12078173,,0.63411182,0.03410761,0.01678629,0.12182583,0.03513387,,0.08005751,
GSM2334069,1,76,,,,0.95066328,0.09377534,0.06797496,0.93419605,0.97233161,0.96528847,0.01967181,,,0.15971132,,0.58978050,0.03262153,0.01686204,0.12315951,0.02901946,,0.09329510,
GSM2334070,0,46,,,,0.92495772,0.05432856,0.06332099,0.95244676,0.98514015,0.97903824,0.01765964,,,0.09204418,,0.64603655,0.03332335,0.01495632,0.12390914,0.03963686,,0.08183043,
GSM2334071,0,27,,,,0.93680114,0.04087961,0.07369772,0.96097331,0.98296100,0.97737181,0.01497664,,,0.05574618,,0.65025375,0.03159359,0.01496341,0.11909575,0.04138718,,0.09527739,
GSM2334072,1,22,,,,0.92717010,0.05206705,0.06445686,0.94409666,0.97512367,0.97643182,0.01949716,,,0.05070589,,0.60100263,0.04541945,0.01856564,0.10134459,0.04493359,,0.08720947,
GSM2334073,1,44,,,,0.91910748,0.07799353,0.06510510,0.95914268,0.97797199,0.97767379,0.01703409,,,0.07286354,,0.63683144,0.03742293,0.01481564,0.11632270,0.02901618,,0.09010461,
GSM2334074,1,40,,,,0.94483214,0.05053777,0.06639748,0.95021288,0.98062581,0.95921561,0.01779290,,,0.05856891,,0.59339578,0.03649733,0.01733813,0.13944115,0.04451785,,0.08320182,
GSM2334075,1,50,,,,0.92786993,0.05221462,0.07195421,0.93616823,0.97370413,0.97014770,0.02199304,,,0.10254442,,0.64275026,0.04246422,0.01628305,0.10347613,0.04300587,,0.09665526,
GSM2334076,1,67,,,,0.91872716,0.08708373,0.06025470,0.93983757,0.95910098,0.95751171,0.02125222,,,0.15908484,,0.63055904,0.04560735,0.02014675,0.09743091,0.04651971,,0.08815334,
GSM2334077,0,49,,,,0.93686987,0.07828522,0.05970019,0.95537010,0.98263274,0.96818596,0.02121766,,,0.06682377,,0.64718655,0.03677839,0.01605883,0.10864540,0.03575565,,0.08050403,
GSM2334078,1,67,,,,0.92663547,0.09107607,0.06643192,0.95415117,0.97881732,0.95089459,0.02065123,,,0.11344590,,0.60268199,0.03995974,0.01886408,0.11184931,0.04443737,,0.07827296,
GSM2334079,0,48,,,,0.91908317,0.10461065,0.06963004,0.94018949,0.98063050,0.97889024,0.01802632,,,0.14742452,,0.59743458,0.04393553,0.01800374,0.10473144,0.06595624,,0.09296797,
GSM2334080,1,39,,,,0.94084881,0.05615198,0.04945322,0.94053525,0.97795780,0.97074921,0.01923793,,,0.08243319,,0.65159136,0.04105749,0.01667962,0.11570168,0.03792089,,0.08676034,
GSM2334081,0,37,,,,0.92626198,0.06087535,0.06354299,0.94155996,0.98778822,0.97723533,0.01628282,,,0.08713818,,0.61104716,0.04288492,0.01422907,0.13921083,0.03286395,,0.09072011,
GSM2334082,0,30,,,,0.92568420,0.06813025,0.07249234,0.95070759,0.96942870,0.97772100,0.01833589,,,0.07774540,,0.62199090,0.03269604,0.01380047,0.14014139,0.02981480,,0.09997085,
GSM2334083,0,39,,,,0.92138645,0.05383787,0.06097969,0.94635205,0.94294521,0.97550690,0.01942488,,,0.05542513,,0.62954502,0.03253041,0.01758940,0.12463710,0.03586772,,0.08450635,
GSM2334084,1,72,,,,0.93522736,0.11221235,0.06194948,0.91128956,0.95034986,0.97277817,0.01964558,,,0.15495550,,0.58716529,0.03510831,0.01794854,0.10070628,0.03449536,,0.09251756,
GSM2334085,1,86,,,,0.92731543,0.08474904,0.06164775,0.94805780,0.98034984,0.98108178,0.02544998,,,0.08258656,,0.62777157,0.07213660,0.02097768,0.06667395,0.00000000,,0.08788307,
GSM2334086,1,59,,,,0.88084720,0.12460186,0.06729974,0.94072302,0.97468586,0.95335336,0.01913938,,,0.12519693,,0.59671854,0.03056399,0.01912857,0.10196047,0.03149621,,0.08331511,
GSM2334087,0,76,,,,0.86386021,0.08649110,0.05595000,0.93136978,0.97696597,0.96094555,0.02424879,,,0.17544646,,0.65427990,0.04363370,0.02103977,0.17203391,0.04430274,,0.10587072,
GSM2334088,1,73,,,,0.90709200,0.11468724,0.06374158,0.93178728,0.97116158,0.96507235,0.01773131,,,0.14854896,,0.62537404,0.03594195,0.01658907,0.11484490,0.05003299,,0.08420466,
GSM2334089,1,65,,,,0.91657317,0.16231293,0.07349180,0.93219547,0.97914797,0.97022376,0.02095522,,,0.18043115,,0.65596413,0.03669857,0.01977623,0.12836045,0.02929698,,0.09994755,
GSM2334090,1,83,,,,0.90816927,0.11256457,0.06830261,0.91135698,0.97911242,0.97701167,0.01818115,,,0.14360550,,0.64632197,0.04061862,0.01834547,0.09699172,0.03062164,,0.09794829,
GSM2334091,0,72,,,,0.92531043,0.13563239,0.07724122,0.92609119,0.97717716,0.96798160,0.01834902,,,0.15495720,,0.64525522,0.03365691,0.01490633,0.12833743,0.03019949,,0.09694557,
GSM2334092,1,66,,,,0.91092016,0.05754625,0.06389656,0.95360730,0.98582994,0.97209885,0.01860370,,,0.11403426,,0.58056828,0.03629522,0.01527169,0.10987519,0.04552409,,0.08661520,
GSM2334093,0,83,,,,0.90921133,0.12599556,0.08540453,0.93779292,0.98246590,0.96911758,0.02267702,,,0.23224174,,0.69261147,0.03911295,0.01439506,0.10966568,0.03933062,,0.09596086,
GSM2334094,1,22,,,,0.93309803,0.06082406,0.07216557,0.89094277,0.98106609,0.96935278,0.01804294,,,0.07394535,,0.62322755,0.04010550,0.01921453,0.11203032,0.03555916,,0.11178156,
GSM2334095,0,84,,,,0.90128706,0.11745425,0.08708500,0.93026995,0.96815476,0.95488887,0.02164319,,,0.21295883,,0.63191625,0.03408965,0.02230845,0.10730431,0.03158507,,0.08485141,
GSM2334096,1,56,,,,0.91498092,0.06315549,0.06170331,0.94796474,0.97682554,0.96783192,0.02693834,,,0.07796891,,0.63904442,0.04445867,0.01759021,0.10689087,0.05030649,,0.08395057,
GSM2334097,0,69,,,,0.93028001,0.08805071,0.05275649,0.92083185,0.98553576,0.97683112,0.02238713,,,0.14602174,,0.62741019,0.05699157,0.01683639,0.09672042,0.14163927,,0.08576898,
GSM2334098,1,31,,,,0.91795687,0.04771069,0.06338212,0.92929534,0.95669604,0.97330549,0.01818484,,,0.05191935,,0.63171263,0.03547848,0.01503580,0.11025175,0.03380481,,0.10017893,
GSM2334099,1,43,,,,0.91220707,0.09001298,0.06340157,0.94945210,0.98332728,0.97174228,0.01712874,,,0.07158640,,0.66635296,0.02821642,0.01488335,0.13640079,0.03048729,,0.08367926,
GSM2334100,0,60,,,,0.92499042,0.11255506,0.07421236,0.91756379,0.95894654,0.96848218,0.02137058,,,0.07653625,,0.62233970,0.04264310,0.01796594,0.09120985,0.03810203,,0.07738861,
GSM2334101,0,81,,,,0.91062389,0.13132660,0.06670544,0.92102314,0.97631778,0.96161342,0.01956427,,,0.16732345,,0.63622311,0.03804818,0.01994464,0.12125557,0.03712357,,0.09196059,
GSM2334102,1,29,,,,0.91262942,0.03765295,0.06117997,0.91083415,0.96917617,0.96137476,0.01815533,,,0.08855441,,0.60050129,0.03753954,0.01635753,0.09381087,0.03829100,,0.08932075,
GSM2334103,1,32,,,,0.91522372,0.03117382,0.06775213,0.96081054,0.95780197,0.97024784,0.01745247,,,0.07383843,,0.62244044,0.03378479,0.01749701,0.10386243,0.03123851,,0.09117792,
GSM2334104,1,29,,,,0.92826879,0.06930765,0.06700693,0.93735733,0.96986004,0.97470969,0.01629391,,,0.07408462,,0.65322683,0.03435805,0.01600904,0.13018509,0.03257533,,0.08372922,
GSM2334105,0,27,,,,0.91613332,0.02367372,0.05833408,0.90567955,0.94813563,0.95946132,0.02029231,,,0.05628987,,0.60374724,0.03837415,0.01772700,0.10642967,0.03740533,,0.08663459,
GSM2334106,0,35,,,,0.91588142,0.04267892,0.07202939,0.93781432,0.97395239,0.96632196,0.02207263,,,0.05159714,,0.58683976,0.03272310,0.01809143,0.10014998,0.03456632,,0.09032011,
GSM2334107,1,17,,,,0.92112430,0.03072813,0.06103596,0.95649714,0.95516527,0.97318642,0.01823904,,,0.07445905,,0.59592581,0.03884994,0.01738352,0.09134133,0.03243311,,0.08823096,
GSM2334108,0,53,,,,0.92054320,0.06053712,0.08518521,0.94736358,0.98608262,0.96984865,0.01984945,,,0.07550099,,0.62770420,0.05159248,0.01638575,0.11846628,0.12882348,,0.07771649,
GSM2334109,0,16,,,,0.92952756,0.01767692,0.05371216,0.95865691,0.97499083,0.97372116,0.01967569,,,0.05121881,,0.57418645,0.03076357,0.01762672,0.11785236,0.03500653,,0.08210812,
GSM2334110,1,34,,,,0.90076594,0.04879641,0.06678209,0.94740307,0.94767057,0.97311312,0.02232710,,,0.07628423,,0.62108218,0.06004323,0.02169788,0.10795545,0.07699412,,0.09669849,
GSM2334111,1,65,,,,0.89756916,0.12399759,0.06647210,0.92581323,0.98272880,0.97301612,0.02268789,,,0.17256492,,0.63844344,0.03877047,0.01535743,0.12172936,0.06487535,,0.08048897,
GSM2334112,0,36,,,,0.94729188,0.03907389,0.04845582,0.96054275,0.98055333,0.97287066,0.01532230,,,0.06929734,,0.63052752,0.02824318,0.01187563,0.10176948,0.02227543,,0.07512903,
GSM2334113,1,34,,,,0.94632982,0.04274210,0.04858055,0.95260405,0.98005193,0.96971470,0.01332213,,,0.06434144,,0.61791296,0.03000165,0.01173306,0.07892141,0.02741598,,0.05971169,
GSM2334114,0,77,,,,0.91709753,0.06151265,0.05850709,0.92821877,0.97885582,0.97134972,0.02149973,,,0.09488626,,0.46955616,0.04899230,0.01772991,0.07276100,0.05720692,,0.09710105,
GSM2334115,0,58,,,,0.89431477,0.13808759,0.06389232,0.93364810,0.98261617,0.97318665,0.02015274,,,0.11015315,,0.63192158,0.03472089,0.01627111,0.11637133,0.06007805,,0.08820417,
GSM2334116,1,41,,,,0.94569567,0.04670832,0.05628481,0.94995003,0.97656504,0.97866797,0.01632887,,,0.08106216,,0.62268122,0.03666881,0.01333991,0.10920628,0.02613081,,0.07926896,
GSM2334117,1,25,,,,0.93678563,0.03904368,0.07642104,0.95543329,0.97398302,0.97373176,0.02003601,,,0.10663151,,0.62388204,0.03729784,0.01602866,0.13243380,0.04054869,,0.08523710,
GSM2334118,1,40,,,,0.93850688,0.05325561,0.05926692,0.97041261,0.97741387,0.96632278,0.01509635,,,0.08693619,,0.60671295,0.02718582,0.01162857,0.13030296,0.01964358,,0.06564331,
GSM2334119,0,50,,,,0.93937926,0.10160122,0.05847412,0.94241585,0.95002655,0.97651266,0.01962795,,,0.07382124,,0.61692522,0.04508250,0.01831920,0.10468739,0.05582687,,0.09006217,
GSM2334120,0,18,,,,0.93905067,0.02840917,0.06626080,0.96182808,0.97642264,0.97792103,0.01740271,,,0.06437750,,0.66106155,0.04052295,0.01729183,0.12946688,0.03647447,,0.08489585,
GSM2334121,1,32,,,,0.94280627,0.04607302,0.05570087,0.95705192,0.98045867,0.97240834,0.01434084,,,0.08299730,,0.66720530,0.03288374,0.01484708,0.12756206,0.05569782,,0.06114106,
GSM2334122,1,69,,,,0.91424956,0.07418000,0.06789910,0.93920868,0.97913631,0.97158279,0.02870684,,,0.08447455,,0.57866516,0.04484214,0.02050864,0.09464789,0.03730773,,0.09854550,
GSM2334123,1,68,,,,0.93785608,0.07345408,0.06004146,0.95509305,0.97837868,0.97256377,0.01651060,,,0.09411453,,0.63810572,0.03655728,0.01595393,0.14851558,0.04959861,,0.09229955,
GSM2334124,1,48,,,,0.91051522,0.08007202,0.06762299,0.95414034,0.98793333,0.97856560,0.01905144,,,0.06305736,,0.67607478,0.03879221,0.01620349,0.12406490,0.04004624,,0.07342046,
GSM2334125,1,80,,,,0.91799821,0.11210290,0.05738785,0.92992903,0.97675759,0.97076150,0.02200085,,,0.20119427,,0.63187487,0.03856488,0.01786898,0.11439790,0.03069213,,0.09569881,
GSM2334126,0,35,,,,0.93892393,0.04009296,0.04890307,0.93800988,0.97464559,0.97026374,0.01988511,,,0.06758946,,0.59264461,0.03950588,0.01901121,0.13937123,0.03651015,,0.09505783,
GSM2334127,1,57,,,,0.92790386,0.04575977,0.06483371,0.94732381,0.98469862,0.97082663,0.02113823,,,0.08558576,,0.59178092,0.05292531,0.01553936,0.09948731,0.12843638,,0.09135381,
GSM2334128,0,59,,,,0.91789345,0.13123198,0.06019775,0.93238058,0.96800865,0.97829791,0.02236213,,,0.20974741,,0.62331518,0.04911568,0.01916352,0.09370035,0.04396977,,0.07987685,
GSM2334129,1,70,,,,0.93954275,0.09652798,0.05253805,0.95683289,0.98075113,0.97796136,0.01841284,,,0.14435681,,0.64885947,0.03448777,0.01457212,0.11621767,0.03600876,,0.07946824,
GSM2334130,1,49,,,,0.92762642,0.08005065,0.06182424,0.91442972,0.98110245,0.97291132,0.02436672,,,0.04929422,,0.61180740,0.05654003,0.01743575,0.10202637,0.10846958,,0.08990201,
GSM2334131,1,22,,,,0.93347427,0.04380097,0.06457576,0.92463698,0.97047875,0.97393974,0.01758617,,,0.05370857,,0.65039775,0.04087636,0.01523098,0.12282745,0.03369774,,0.09321308,
GSM2334132,1,72,,,,0.91580408,0.13191795,0.07401554,0.94738608,0.98321433,0.97117204,0.01803215,,,0.11524731,,0.63836996,0.04198458,0.01711238,0.13401881,0.04637070,,0.08317084,
GSM2334133,0,47,,,,0.93505438,0.05415206,0.06894211,0.94553073,0.97544140,0.98228120,0.01785151,,,0.06920714,,0.60194513,0.02809724,0.01296073,0.11560743,0.03452323,,0.08731553,
GSM2334134,1,32,,,,0.93644509,0.05682738,0.06455800,0.97262475,0.97498638,0.97760914,0.01713668,,,0.07520779,,0.62358810,0.02947803,0.01446835,0.11836504,0.03066168,,0.08312516,
GSM2334135,0,15,,,,0.93510652,0.02065995,0.06510695,0.94743676,0.98067755,0.96936594,0.01609603,,,0.03841861,,0.66150925,0.03821378,0.01094420,0.12983742,0.02932896,,0.07714929,
GSM2334136,1,31,,,,0.92500651,0.04776457,0.06351025,0.93737966,0.96165985,0.95222202,0.02176550,,,0.08290054,,0.64859468,0.04152179,0.02026005,0.11519019,0.03696905,,0.08866348,
GSM2334137,0,27,,,,0.93016316,0.03874163,0.06593452,0.92656995,0.96200699,0.96908726,0.02031488,,,0.08436306,,0.61340746,0.03364346,0.01687724,0.12006328,0.02678772,,0.06828109,
GSM2334138,0,19,,,,0.93300802,0.03680654,0.07031762,0.96486266,0.97312601,0.97712891,0.01604747,,,0.04333272,,0.61429293,0.03495407,0.01625897,0.11686322,0.02987205,,0.07917772,
GSM2334139,0,76,,,,0.92046885,0.12285227,0.07549438,0.92753947,0.98109976,0.96999709,0.01687038,,,0.20025107,,0.67034537,0.03573602,0.01602870,0.10485401,0.05125924,,0.09477288,
GSM2334140,0,59,,,,0.91729478,0.11910403,0.06382147,0.94741197,0.97837561,0.96900503,0.01674992,,,0.08540905,,0.62146080,0.03549654,0.01513407,0.12663649,0.02612122,,0.07396636,
GSM2334141,1,48,,,,0.90405836,0.06400200,0.05918915,0.94030314,0.98502115,0.96260898,0.02396757,,,0.06559782,,0.63677180,0.05025990,0.01691971,0.12492628,0.09311882,,0.09781550,
GSM2334142,1,71,,,,0.91675536,0.08899022,0.05164935,0.93147533,0.96194605,0.96374059,0.02019314,,,0.10830917,,0.58713158,0.03736000,0.01916419,0.11791435,0.03442221,,0.08441172,
GSM2334143,0,18,,,,0.93405336,0.05587359,0.06483415,0.96188108,0.98164895,0.97142647,0.01821697,,,0.05747106,,0.68502833,0.03504221,0.01386199,0.11044374,0.02475392,,0.09191580,
GSM2334144,0,48,,,,0.90492531,0.08447106,0.05024706,0.94210419,0.96657294,0.96406575,0.01771702,,,0.09407703,,0.63122691,0.03145148,0.01613348,0.14091259,0.03030410,,0.08629397,
GSM2334145,0,17,,,,0.92731275,0.03182938,0.05980718,0.94755039,0.97953638,0.97776967,0.01591603,,,0.06761383,,0.67044034,0.03185509,0.01374900,0.11690151,0.02408534,,0.09402966,
GSM2334146,1,53,,,,0.91453453,0.04716992,0.06817024,0.93604654,0.97859953,0.97386627,0.01707529,,,0.09145085,,0.63234760,0.03223361,0.01465354,0.11982060,0.02820406,,0.08002316,
GSM2334147,1,17,,,,0.92553975,0.03139255,0.07426463,0.95437347,0.98012663,0.97493324,0.01750886,,,0.04916686,,0.61705353,0.03171514,0.01412251,0.10196811,0.03499873,,0.08329339,
GSM2334148,1,17,,,,0.91926779,0.03135243,0.06669341,0.92957352,0.96344181,0.96890766,0.02147605,,,0.07484670,,0.64754707,0.04996716,0.01803911,0.08992556,0.03198597,,0.09354159,
GSM2334149,1,15,,,,0.93548970,0.02180827,0.05943858,0.97007803,0.98168995,0.97154067,0.01597792,,,0.04129067,,0.60458023,0.02846043,0.01408641,0.12072512,0.04029743,,0.08189633,
GSM2334150,1,17,,,,0.92767400,0.03092389,0.07347204,0.96844838,0.98035481,0.97756158,0.01785758,,,0.05177970,,0.66128181,0.02701215,0.01397027,0.12040010,0.02347142,,0.08283959,
GSM2334151,0,19,,,,0.94497359,0.03123731,0.06551244,0.95810493,0.96862753,0.97736453,0.01600029,,,0.04491143,,0.62405812,0.02867745,0.01387261,0.10833284,0.02458522,,0.09310909,
GSM2334152,1,15,,,,0.93689520,0.03275590,0.08114613,0.94434745,0.97379350,0.96973894,0.01854834,,,0.04132125,,0.62943392,0.03051119,0.01583107,0.10342929,0.02774311,,0.09371790,
GSM2334153,1,15,,,,0.92827404,0.03766401,0.06551640,0.94621225,0.98055102,0.97374157,0.01459031,,,0.07295883,,0.62951719,0.03406515,0.01298085,0.11481089,0.02810155,,0.08225295,
GSM2334154,0,43,,,,0.94095692,0.05714581,0.06832240,0.95677606,0.98316266,0.97543980,0.01721237,,,0.13788448,,0.61896396,0.03621489,0.01395991,0.11303701,0.02354907,,0.09368306,
GSM2334155,0,38,,,,0.93341765,0.04788924,0.05735251,0.93003824,0.96485529,0.96815466,0.02156388,,,0.06529270,,0.64106549,0.04740481,0.01735582,0.09369374,0.05450638,,0.09091122,
GSM2334156,1,17,,,,0.93465971,0.03620528,0.05560242,0.96962526,0.97744439,0.97841611,0.01750876,,,0.05809273,,0.62347651,0.03026418,0.01337903,0.10508691,0.03713423,,0.05187067,
GSM2334157,0,23,,,,0.90882475,0.02374100,0.06049520,0.95097078,0.97307160,0.97051465,0.01926883,,,0.05481037,,0.64005955,0.03751549,0.01827816,0.09525096,0.04678601,,0.10679265,
GSM2334158,1,22,,,,0.94092785,0.04391768,0.05489409,0.95104371,0.98257048,0.98104811,0.01771795,,,0.05561310,,0.63762209,0.03439644,0.01384533,0.11954050,0.04058102,,0.07433718,
GSM2334159,0,46,,,,0.95268552,0.08375777,0.05790967,0.95005479,0.97571370,0.98090710,0.01454248,,,0.09190195,,0.64949067,0.04134042,0.01685491,0.08664345,0.04151937,,0.06638125,
GSM2334160,0,24,,,,0.91918090,0.07986103,0.06509811,0.96144909,0.98319152,0.97125695,0.01758739,,,0.06632996,,0.66346417,0.03193620,0.01422646,0.12630016,0.04290411,,0.07098956,
GSM2334161,1,71,,,,0.92503965,0.18120876,0.06595185,0.91985822,0.97654729,0.97946454,0.02293156,,,0.18703464,,0.60376738,0.04515686,0.01649909,0.09746339,0.06330350,,0.08741380,
GSM2334162,1,66,,,,0.91772963,0.11736267,0.07684666,0.93097871,0.95052623,0.96426346,0.01752425,,,0.18808686,,0.61760213,0.03357194,0.01591629,0.11321272,0.02653461,,0.09534947,
GSM2334163,0,77,,,,0.93009984,0.13375041,0.05975460,0.94015909,0.97874800,0.98009482,0.02405280,,,0.13100604,,0.66303072,0.04569992,0.01691128,0.13565847,0.06605780,,0.07542810,
GSM2334164,0,70,,,,0.92251305,0.06147297,0.06799424,0.94535124,0.97708201,0.96292160,0.01883914,,,0.12570803,,0.60686375,0.03621971,0.01679309,0.09906640,0.03070140,,0.10887811,
GSM2334165,1,45,,,,0.91380145,0.06539668,0.07385983,0.95375101,0.96520375,0.97060216,0.02077673,,,0.12440290,,0.62916816,0.03360374,0.01803995,0.11283925,0.02168371,,0.08977284,
GSM2334166,0,65,,,,0.91285116,0.12074135,0.06899797,0.89807700,0.97698733,0.97236828,0.02432710,,,0.19076091,,0.57733456,0.05098404,0.02101228,0.10341997,0.08340245,,0.08747755,
GSM2334167,1,19,,,,0.94093836,0.02940812,0.08747599,0.94373158,0.96775703,0.96125695,0.01807177,,,0.04075612,,0.60627612,0.03441077,0.01418454,0.09426909,0.04794268,,0.08279216,
GSM2334168,0,45,,,,0.89338960,0.07062894,0.05494421,0.93577354,0.98636482,0.97485648,0.01916065,,,0.11945884,,0.64392314,0.05210155,0.01732084,0.11959502,0.08060820,,0.07893167,
GSM2334169,1,41,,,,0.92382852,0.09694218,0.06395336,0.94860026,0.96546420,0.96688910,0.02016801,,,0.08739397,,0.61690229,0.04809233,0.01687178,0.10908908,0.04667647,,0.07764721,
GSM2334170,0,67,,,,0.89764959,0.11901415,0.07123892,0.92179734,0.97818755,0.95938621,0.02126490,,,0.18622815,,0.61178903,0.03700635,0.01763610,0.10502336,0.04028297,,0.09007295,
GSM2334171,0,48,,,,0.93455134,0.03625165,0.05812251,0.95863774,0.97545129,0.96782654,0.02211791,,,0.07623669,,0.64743463,0.04014241,0.01855322,0.13723567,0.04440268,,0.09931874,
GSM2334172,1,49,,,,0.93062611,0.07899590,0.06132047,0.91198014,0.96650867,0.97183662,0.01970951,,,0.08768459,,0.63441676,0.04034041,0.01496158,0.11831872,0.04249522,,0.09094940,
GSM2334173,1,24,,,,0.92102250,0.02655684,0.05184549,0.93135092,0.97398970,0.96883007,0.02015975,,,0.07529085,,0.60939421,0.03909920,0.01706863,0.10462243,0.04382036,,0.09184487,
GSM2334174,0,43,,,,0.91037311,0.09789073,0.05990256,0.93355116,0.98267850,0.95802950,0.02404786,,,0.15018620,,0.61435330,0.04353317,0.01749908,0.10253134,0.06154772,,0.09857931,
