"","age","cg03816707","cg24283270","cg06193004","cg09797971","cg07589968","cg09028204","cg25353142","cg05203217","cg27634724","cg19702785","cg22866937","cg06288351"
"GSM990000",80,0.1267278,0.9206649,0.1343898,0.9447944,0.3499337,0.03999259,0.1463543,0.8245966,0.1300779,0.227849,0.6637847,0.2584219
"GSM990001",86,0.22824,0.9191552,0.2142964,0.94998,0.4502295,0.1630895,0.25703,0.8904043,0.1933106,0.2643271,0.676322,0.3616321
"GSM990002",71,0.3254592,0.9020779,0.1665113,0.9310906,0.4036302,0.09300327,0.2341641,0.8612737,0.1666486,0.2303472,0.7327717,0.3250992
"GSM990003",77,0.2086727,0.8889032,0.2090219,0.9037619,0.4190579,0.1744542,0.2459931,0.8697484,0.1895929,0.2389657,0.656112,0.3449449
"GSM990004",67,0.2142467,0.9043783,0.196328,0.9193119,0.404459,0.16002538,0.2689135,0.860892,0.1717043,0.2276152,0.7183642,0.3475825
"GSM990005",84,0.2087469,0.9181617,0.1976531,0.920707,0.3778686,0.1506688,0.2452783,0.8268335,0.1757083,0.2471225,0.6887572,0.2818556
"GSM990006",80,0.2346602,0.8973528,0.2149683,0.9370386,0.4361904,0.1634466,0.2708871,0.8925285,0.2075916,0.2299508,0.7452977,0.3590551
"GSM990007",70,0.2089031,0.910172,0.2028418,0.9211884,0.417483,0.1566871,0.229271,0.8751186,0.1808076,0.2241442,0.7407482,0.3504106
"GSM990008",67,0.2143701,0.910507,0.2231677,0.889734,0.4526607,0.1794736,0.2530465,0.8743167,0.1888845,0.2236832,0.6596176,0.3588786
"GSM990009",63,0.1642958,0.9000612,0.1847893,0.9301713,0.4304216,0.09353907,0.2152233,0.8985946,0.1497301,0.2191759,0.7692976,0.3269738
"GSM990010",70,0.2163892,0.9125441,0.2037376,0.9642963,0.4218454,0.1375345,0.2221769,0.8552549,0.1853961,0.2173687,0.7221,0.3038929
"GSM990011",56,0.3148628,0.9055514,0.2379474,0.9119774,0.445908,0.1994451,0.2859256,0.8813446,0.2276701,0.2245567,0.7126855,0.3425038
"GSM990012",67,0.3134215,0.9269626,0.1907005,0.9318445,0.4136072,0.108939,0.1920014,0.8875116,0.1394126,0.215943,0.6667393,0.3348555
"GSM990013",70,0.1967546,0.9068414,0.2099821,0.9430943,0.433105,0.1473873,0.2440907,0.8724053,0.2147504,0.2312451,0.7480883,0.3718702
"GSM990014",70,0.3262212,0.9185293,0.2184184,0.9342616,0.4546914,0.3179291,0.3144936,0.831175,0.2576953,0.2519605,0.7302067,0.3404601
"GSM990015",74,0.2724505,0.9054744,0.1767871,0.9224093,0.4062288,0.1848224,0.255166,0.8532132,0.2036588,0.2563608,0.6981476,0.3215902
"GSM990016",73,0.2142815,0.922181,0.231443,0.9052006,0.4380637,0.3271031,0.2813792,0.8546275,0.2424918,0.2346215,0.6510947,0.3362381
"GSM990017",77,0.1684874,0.9350489,0.1473944,0.9242855,0.3645692,0.09183331,0.1763504,0.7924348,0.1512451,0.2210743,0.7222975,0.2578598
"GSM990018",80,0.1992381,0.9077117,0.1656779,0.9353215,0.3721077,0.09557753,0.1863329,0.8432048,0.1251252,0.2405608,0.7196386,0.2867797
"GSM990019",66,0.1643535,0.906593,0.1436994,0.9231369,0.3356606,0.04136788,0.1759362,0.8379394,0.1169542,0.2577991,0.7235402,0.2614304
"GSM990020",85,0.3778615,0.8989716,0.1651305,0.9451233,0.4709037,0.1086316,0.234608,0.8704247,0.1611467,0.2329329,0.7685814,0.3166138
"GSM990021",76,0.2284722,0.9021313,0.2075103,0.9287985,0.4260087,0.1781537,0.2544691,0.83762,0.1936603,0.221441,0.7345098,0.321532
"GSM990022",78,0.1833397,0.8860617,0.1959577,0.9358134,0.3796533,0.1585941,0.2491486,0.8341967,0.1801053,0.2216921,0.6914262,0.3110521
"GSM990023",82,0.1992335,0.905881,0.1738284,0.9087184,0.394948,0.1079433,0.2146618,0.8588484,0.172469,0.2444685,0.6713901,0.2859689
"GSM990024",76,0.2294191,0.9067833,0.1728058,0.9062581,0.4205507,0.1165545,0.2175086,0.8645996,0.1523417,0.2371344,0.746118,0.3205228
"GSM990025",71,0.1519489,0.9039124,0.1528875,0.9301816,0.4038779,0.07747944,0.183289,0.8543802,0.1465839,0.2097522,0.7122716,0.2819689
"GSM990026",82,0.3094846,0.9111061,0.1462625,0.9071746,0.3751457,0.1203685,0.2127207,0.838286,0.158624,0.2527278,0.7035406,0.2779733
"GSM990027",83,0.1909414,0.8978484,0.1753017,0.9007285,0.3863556,0.1199913,0.2004342,0.8289929,0.1708433,0.2561474,0.6226214,0.2937882
"GSM990028",79,0.2043637,0.9231061,0.1303571,0.9341649,0.3532124,0.04392799,0.149803,0.8594643,0.1117404,0.2389811,0.744843,0.2751982
"GSM990029",75,0.1343808,0.9168509,0.1701962,0.9511908,0.3967116,0.1226374,0.183058,0.8599991,0.1284653,0.2374042,0.7699308,0.2950396
"GSM990030",68,0.2412339,0.9132903,0.165645,0.9460728,0.3980848,0.09511666,0.1808507,0.8864841,0.1410048,0.2200013,0.7549901,0.2807076
"GSM990031",64,0.1481702,0.9250739,0.167039,0.9271611,0.4244246,0.06215462,0.204979,0.8848941,0.1298101,0.20747,0.7072301,0.3372836
"GSM990032",70,0.2008429,0.9127205,0.2637887,0.9750859,0.445978,0.2403608,0.2684633,0.8753148,0.2168893,0.2020338,0.7270912,0.3259235
"GSM990033",92,0.2509648,0.9037347,0.1779933,0.9162942,0.3550115,0.1140907,0.1834621,0.8373757,0.1832423,0.2721727,0.6493485,0.2612966
"GSM990034",74,0.1573174,0.9167981,0.1542291,0.9645496,0.3710517,0.09412784,0.1961066,0.8451558,0.1452869,0.2257865,0.6624405,0.2753027
"GSM990035",69,0.2610223,0.9153016,0.2097303,0.9477956,0.4047673,0.1739236,0.2343952,0.9063279,0.1837176,0.2167231,0.750136,0.3300672
"GSM990036",80,0.2246079,0.9126565,0.1685844,0.9541374,0.3633419,0.1080019,0.1943716,0.8331745,0.1532076,0.2052052,0.613619,0.2867049
"GSM990037",63,0.2875991,0.9154097,0.1814932,0.9138685,0.4296034,0.09956526,0.2118778,0.8616895,0.1487815,0.208453,0.7620613,0.3293589
"GSM990038",77,0.2717183,0.8918149,0.2113608,0.9414427,0.4209463,0.2475045,0.2907447,0.8716072,0.2391865,0.2486103,0.6641724,0.3239785
"GSM990039",81,0.2639085,0.898923,0.1796824,0.9057052,0.4027045,0.138552,0.1881765,0.8803895,0.1703355,0.2361916,0.6978561,0.3111503
"GSM990040",82,0.1665834,0.9053081,0.1711983,0.8976629,0.4103642,0.1550276,0.2407526,0.8460454,0.1808194,0.2148621,0.7510406,0.3053846
"GSM990041",69,0.1166351,0.911176,0.1778044,0.9159438,0.4384407,0.06939843,0.2122342,0.8754777,0.1340062,0.222266,0.672677,0.3189577
"GSM990042",73,0.2619905,0.9022885,0.1662685,0.9520453,0.3705741,0.05385868,0.1599209,0.8916002,0.1163666,0.2113616,0.7412409,0.2750424
"GSM990043",66,0.1776693,0.911902,0.201506,0.9403213,0.3986838,0.1168616,0.2168521,0.8746118,0.1708113,0.1829003,0.7332874,0.3123431
"GSM990044",87,0.1908973,0.9071894,0.1261108,0.9813605,0.3076944,0.08561181,0.08015028,0.8557715,0.1145655,0.2599475,0.6422631,0.2444316
"GSM990045",68,0.290336,0.9367349,0.1958722,0.9836472,0.4403372,0.18894,0.2609512,0.8926455,0.2274062,0.2490735,0.7352455,0.3225433
"GSM990046",69,0.2108083,0.9236055,0.1511354,0.9608703,0.3948221,0.0550644,0.1936028,0.8458336,0.1413842,0.2240426,0.7546241,0.2976634
"GSM990047",76,0.2830063,0.9187887,0.2208283,0.9576601,0.4646275,0.1969384,0.2734866,0.879715,0.1797435,0.2221722,0.7479481,0.3410536
"GSM990048",69,0.2011047,0.9269287,0.1835512,0.9589717,0.4140189,0.09668007,0.2148,0.916979,0.1602828,0.2141115,0.7620411,0.316534
"GSM990049",81,0.3231017,0.9034103,0.1458353,0.9307307,0.3493585,0.0739073,0.1578253,0.8312147,0.1139806,0.1905054,0.6901119,0.2655319
"GSM990050",71,0.2308713,0.9008996,0.2249619,0.9136302,0.4404204,0.1769707,0.2513353,0.8894245,0.2118009,0.2341318,0.7545118,0.3446651
"GSM990051",71,0.1671918,0.9198499,0.1952424,0.9041549,0.3560234,0.05618656,0.1590007,0.8575012,0.1117388,0.1758397,0.733062,0.2715896
"GSM990052",75,0.2311168,0.9088112,0.2071675,0.9242083,0.4354671,0.1510584,0.241052,0.8873097,0.1707763,0.2198716,0.641789,0.3174599
"GSM990053",60,0.1561667,0.9125166,0.2026032,0.9529688,0.3788597,0.151429,0.2135105,0.8906837,0.1501019,0.2003544,0.7455649,0.3082431
"GSM990054",77,0.155852,0.9053089,0.181492,0.940852,0.3518488,0.08834645,0.1984117,0.8505948,0.1525268,0.2753421,0.6873088,0.2658608
"GSM990055",85,0.1963415,0.9151519,0.1757882,0.9072217,0.3536624,0.2121708,0.2006479,0.7679017,0.1936079,0.2585024,0.6068702,0.2793654
"GSM990056",70,0.2657121,0.9059527,0.1679636,0.9244562,0.3536797,0.1339921,0.2024846,0.8724066,0.1695071,0.1833196,0.7197264,0.2688356
"GSM990057",62,0.2302771,0.9253685,0.1646576,0.9086553,0.3977498,0.08426128,0.1967111,0.8425523,0.1515901,0.158013,0.7433907,0.3038588
"GSM990058",69,0.2392948,0.8888304,0.2000479,0.9370504,0.3989135,0.09156154,0.2128984,0.867504,0.1617132,0.1736311,0.7552423,0.2951339
"GSM990059",73,0.2081374,0.8997371,0.198794,0.870627,0.3767332,0.1606402,0.2108135,0.862377,0.2081319,0.20373614,0.6097607,0.2878345
"GSM990060",73,0.2060599,0.918481,0.1639462,0.9314405,0.3593254,0.04055255,0.1272918,0.8477932,0.1240996,0.2078415,0.7564075,0.2939575
"GSM990061",74,0.208423,0.9047408,0.1591662,0.8964655,0.4051037,0.1020728,0.1963363,0.8702369,0.1515714,0.2484798,0.6896871,0.296642
"GSM990062",73,0.2649077,0.9249894,0.1772216,0.9246174,0.4129143,0.1931795,0.2159197,0.8575742,0.1757262,0.2120063,0.6533018,0.293302
"GSM990063",86,0.321729,0.9095361,0.1600209,0.8897089,0.3761052,0.190307,0.2271233,0.8252616,0.1991668,0.2347963,0.6481685,0.2771436
"GSM990064",83,0.1863076,0.9189282,0.1426575,0.9310728,0.4209302,0.1934893,0.2420383,0.8771286,0.1831946,0.2381118,0.7509764,0.3114958
"GSM990065",76,0.1638784,0.9377559,0.1578129,0.9162385,0.3349488,0.06951737,0.1754472,0.8726338,0.1415449,0.1974774,0.7047336,0.2700599
"GSM990066",75,0.1395291,0.9248598,0.1463887,0.9024414,0.3638408,0.06176452,0.1711597,0.8664653,0.1482716,0.213875,0.6473249,0.2854549
"GSM990067",64,0.1270537,0.8908812,0.1419181,0.9111249,0.3148426,0.08758143,0.1904754,0.8432863,0.1275137,0.1635766,0.6393297,0.2271284
"GSM990068",67,0.2426756,0.8995205,0.2060728,0.8785612,0.3947837,0.1374722,0.19798,0.8472952,0.1765972,0.2146381,0.7397085,0.3089848
"GSM990069",88,0.2774317,0.9325468,0.1511312,0.9110835,0.3693758,0.1164998,0.1859954,0.9009547,0.1494369,0.2410705,0.6348354,0.2755863
"GSM990070",48,0.1198376,0.8933822,0.1323191,0.9130694,0.372959,0.06756094,0.1612413,0.885229,0.1557065,0.1938574,0.7027087,0.2827373
"GSM990071",44,0.1372694,0.8915681,0.1635597,0.9173365,0.4300615,0.09386307,0.2016415,0.8401369,0.1793791,0.2155146,0.6987471,0.2966375
"GSM990072",48,0.1496303,0.922604,0.2087324,0.9130481,0.4680775,0.1328085,0.2350359,0.8731222,0.2025917,0.2292752,0.7623465,0.3360305
"GSM990073",62,0.1704288,0.8792753,0.1771732,0.8848557,0.4303897,0.1494043,0.2143693,0.8083789,0.1584972,0.2188568,0.7175707,0.314045
"GSM990074",54,0.1686016,0.8754967,0.1511996,0.9018275,0.4398676,0.1057547,0.1952614,0.8577333,0.1640247,0.2249605,0.7414067,0.2990474
"GSM990075",46,0.2759014,0.9069896,0.1474379,0.8949068,0.4253016,0.1672024,0.2086076,0.9001796,0.1772435,0.2062565,0.6718829,0.29849
"GSM990076",60,0.1468582,0.9197155,0.1644368,0.9377023,0.4193575,0.09871046,0.195876,0.8634669,0.1558025,0.2121542,0.7427931,0.30372
"GSM990077",40,0.1421736,0.8907658,0.1578992,0.920039,0.4110509,0.06463221,0.1819279,0.8647968,0.1478925,0.1646792,0.7559139,0.2782651
"GSM990078",43,0.1423945,0.8815911,0.1954179,0.9019185,0.4504446,0.187794,0.2032958,0.8862858,0.1636068,0.2380658,0.74102,0.3261697
"GSM990079",41,0.156357,0.9038559,0.206759,0.8586411,0.4391957,0.1857182,0.2509387,0.8805474,0.2200657,0.1963444,0.7412525,0.338249
"GSM990080",53,0.1511618,0.8972855,0.1723239,0.9266456,0.4102994,0.08551656,0.1781859,0.8848118,0.1727003,0.2199401,0.7595576,0.2833059
"GSM990081",48,0.2236298,0.9095094,0.1452214,0.9166273,0.4061157,0.1242671,0.1949812,0.8478315,0.1678503,0.1811767,0.7087464,0.2902324
"GSM990082",71,0.2932462,0.8835092,0.2055571,0.9048771,0.4310877,0.2121064,0.2504661,0.8576292,0.1900299,0.2131753,0.7261689,0.3031122
"GSM990083",52,0.162401,0.8926231,0.1812339,0.8894618,0.4115372,0.1933964,0.2073663,0.8374096,0.1838182,0.2021122,0.7544784,0.3128639
"GSM990084",64,0.205686,0.8976721,0.1787013,0.8875158,0.4164155,0.09667772,0.2246632,0.8065557,0.1653981,0.2290323,0.7242928,0.2842869
"GSM990085",48,0.1086551,0.8772856,0.1299516,0.9322039,0.3680455,0.0501791,0.166825,0.8704986,0.1707691,0.191304,0.7211599,0.2574812
"GSM990086",55,0.1699551,0.8794593,0.1662806,0.8901746,0.4087059,0.1149793,0.1874735,0.8722872,0.1559916,0.2219692,0.676716,0.2900057
"GSM990087",68,0.2841433,0.8837422,0.1479178,0.9459257,0.3902844,0.1262012,0.2190941,0.8614155,0.1688812,0.2254471,0.7095886,0.2850665
"GSM990088",46,0.2100469,0.9034826,0.2251751,0.8962815,0.4543819,0.2018772,0.2578676,0.8785698,0.2104639,0.2495588,0.687256,0.320146
"GSM990089",64,0.1399812,0.9028913,0.1265072,0.9376387,0.355771,0.07818267,0.1447166,0.8461822,0.1049383,0.2244748,0.7342048,0.2506309
"GSM990090",57,0.1784839,0.88333,0.1691091,0.8787532,0.4130679,0.1060951,0.2174944,0.857191,0.1807283,0.2209636,0.7359859,0.325918
"GSM990091",45,0.07531092,0.8831047,0.1483146,0.9104457,0.4225123,0.06361006,0.18122,0.8593191,0.1408359,0.2018098,0.7680851,0.3120413
"GSM990092",51,0.1952755,0.8905287,0.223068,0.9185812,0.4430083,0.1202347,0.2506683,0.8606387,0.2130928,0.20332,0.7434589,0.3265823
"GSM990093",53,0.1206633,0.8947011,0.1939819,0.9231253,0.4417191,0.109533,0.2207125,0.890867,0.1743391,0.2567945,0.6527825,0.3295791
"GSM990094",60,0.1514455,0.8900081,0.1451451,0.9057071,0.4135972,0.0842918,0.2040877,0.8455294,0.1542861,0.2307714,0.7445762,0.2884646
"GSM990095",51,0.2577837,0.8900779,0.2129037,0.9350528,0.446818,0.08765376,0.2056402,0.8339192,0.1877299,0.2777673,0.7427217,0.3045342
"GSM990096",73,0.1124459,0.9318778,0.3350536,0.9656991,0.5898538,0.02616789,0.4713368,0.6377435,0.121075,0.2631471,0.7407928,0.2929266
"GSM990097",38,0.2541248,0.8884185,0.1828611,0.9180416,0.4681429,0.1342726,0.2441738,0.9002469,0.1861542,0.2040765,0.693278,0.3426459
"GSM990098",42,0.1365734,0.9065487,0.21705,0.9669903,0.4458143,0.1499099,0.2431613,0.871123,0.2153572,0.2560227,0.7609409,0.3254571
"GSM990099",64,0.1302746,0.9013,0.1657601,0.9245979,0.400348,0.1253124,0.1929045,0.8757086,0.1779666,0.2777753,0.7134588,0.2986144
"GSM990100",58,0.2197059,0.9108197,0.1542502,0.9578695,0.4099129,0.1098075,0.1976765,0.8477733,0.1709078,0.2592342,0.7234501,0.3148974
"GSM990101",43,0.1448523,0.9073446,0.1993575,0.8988823,0.4318779,0.1275323,0.2371795,0.8488204,0.2113781,0.1989048,0.7904838,0.3020954
"GSM990102",38,0.2234333,0.9146073,0.1956862,0.9202731,0.4366906,0.05227887,0.2089751,0.8644046,0.1706711,0.2120049,0.6877021,0.3372925
"GSM990103",54,0.1273717,0.9077049,0.1876736,0.9046217,0.434095,0.08974279,0.2088669,0.8229285,0.1633066,0.1927699,0.7614795,0.3108414
"GSM990104",70,0.2565016,0.9017479,0.1395122,0.9666172,0.4102898,0.1900836,0.2049302,0.8423453,0.1772545,0.2485673,0.7413713,0.2814025
"GSM990105",44,0.229921,0.8893501,0.1818049,0.9853408,0.426246,0.1603521,0.2322471,0.8801504,0.1924521,0.2206602,0.7367916,0.2996513
"GSM990106",62,0.2060777,0.8991008,0.1614425,0.9743112,0.4095392,0.1941606,0.1908502,0.805031,0.2076397,0.2667741,0.7225216,0.2756686
"GSM990107",51,0.1389545,0.8791261,0.1228101,0.9427261,0.3672007,0.07709728,0.1679472,0.8146259,0.1199057,0.2100558,0.7114891,0.2551745
"GSM990108",41,0.2206747,0.8823056,0.182872,0.9008282,0.4403672,0.06709208,0.1983162,0.8742936,0.1522294,0.1821104,0.741397,0.320046
"GSM990109",53,0.1674517,0.8975196,0.1889976,0.8932756,0.4718145,0.07668801,0.2452034,0.8767973,0.1827832,0.2259983,0.7715328,0.3311681
"GSM990110",65,0.2504004,0.8959519,0.1134289,0.9132277,0.4161266,0.06984177,0.1396722,0.8436241,0.1183044,0.2270457,0.7165929,0.2909817
"GSM990111",50,0.3325748,0.8701113,0.1886189,0.9356979,0.4020053,0.1702655,0.2125921,0.8521943,0.1830485,0.2397398,0.7199204,0.269693
"GSM990112",55,0.1476722,0.9030761,0.1656453,0.9414685,0.396186,0.1009441,0.1872985,0.8427272,0.1536341,0.2230379,0.7592941,0.3111344
"GSM990113",62,0.2394732,0.9130057,0.2015542,0.9000672,0.4506522,0.1830394,0.2651625,0.8822864,0.2045217,0.2485942,0.739475,0.3486029
"GSM990114",61,0.2438404,0.9210244,0.1545338,0.9381308,0.3855882,0.05573504,0.1950311,0.8160137,0.1582969,0.2578093,0.7756927,0.2688418
"GSM990115",38,0.12361,0.9059776,0.1710837,0.9447958,0.4658353,0.1103536,0.2081464,0.8717732,0.1700311,0.2056947,0.7536476,0.3140145
"GSM990116",59,0.1060838,0.9296108,0.1508077,0.9151815,0.4017648,0.03471775,0.1703251,0.9017031,0.1465932,0.1936662,0.6639321,0.2872694
"GSM990117",64,0.2441323,0.9380368,0.1808702,0.9168544,0.4055927,0.1044352,0.2265348,0.864089,0.1991058,0.2465226,0.6545505,0.3033753
"GSM990118",57,0.1279873,0.9231561,0.1299103,0.9696917,0.4108282,0.041268,0.169717,0.8766155,0.1620012,0.1975285,0.7853944,0.2786737
"GSM990119",57,0.2641832,0.9162362,0.1438383,0.9207832,0.4694108,0.2460867,0.2768577,0.9537625,0.1920753,0.2186532,0.8474213,0.3326009
"GSM990120",49,0.1379293,0.9159298,0.1661759,0.9091861,0.4353841,0.08200055,0.2276336,0.8846549,0.1615756,0.1841216,0.7012158,0.3298013
"GSM990121",64,0.1975011,0.8923612,0.173883,0.9471505,0.3852081,0.1138703,0.205389,0.8734907,0.1712975,0.2187692,0.7348735,0.2739643
"GSM990122",66,0.1067093,0.8935608,0.1694724,0.939276,0.4161057,0.1034685,0.1971095,0.9062727,0.1538123,0.1936914,0.81257,0.2991785
"GSM990268",52,0.2697944,0.9167391,0.2108914,0.9559949,0.4138591,0.1571046,0.2091331,0.9057602,0.21178,0.2171795,0.7636115,0.2950463
"GSM990269",43,0.1936383,0.9383008,0.2273631,0.8827049,0.4255911,0.149616,0.2450581,0.8798753,0.2185768,0.2246664,0.7476563,0.3210955
"GSM990270",49,0.1652919,0.9371488,0.1591736,0.977585,0.4098683,0.07267044,0.2070232,0.8950167,0.1764579,0.2062482,0.7694879,0.3269183
"GSM990271",51,0.1995906,0.9116328,0.1742212,0.9099736,0.4334157,0.1543866,0.2115469,0.88656,0.1821203,0.2451428,0.7267575,0.3094259
"GSM990272",58,0.206368,0.9099621,0.1837782,0.8936565,0.4023557,0.129718,0.2367084,0.858804,0.1887558,0.2134618,0.7214984,0.300812
"GSM990273",63,0.2558648,0.89908,0.1508898,0.9551737,0.3988441,0.0798479,0.1760528,0.87249,0.156041,0.2168789,0.7429419,0.2847446
"GSM990274",55,0.2084077,0.9059795,0.215858,0.9493093,0.4378074,0.1621902,0.3150495,0.8960224,0.2384391,0.1773382,0.7426175,0.3310637
"GSM990275",50,0.1670671,0.9425201,0.1843915,0.9228709,0.4233171,0.1151951,0.1957779,0.9043054,0.1757454,0.247705,0.743371,0.3041922
"GSM990276",57,0.1739017,0.9388987,0.1847766,0.9228213,0.378077,0.1030783,0.1972494,0.8809881,0.1713985,0.247258,0.7492638,0.2883221
"GSM990277",33,0.1895469,0.9073775,0.2488399,0.9644601,0.4581004,0.2510408,0.2806281,0.8903399,0.2468676,0.2096653,0.7608737,0.3384986
"GSM990278",46,0.1709346,0.9160634,0.1709357,0.9123176,0.4259534,0.09660237,0.223347,0.896619,0.1774825,0.1903067,0.7409408,0.2829985
"GSM990279",46,0.1675802,0.9038609,0.1520701,0.9848191,0.387988,0.03691447,0.1661779,0.8920008,0.1199242,0.1973431,0.7610595,0.2917761
"GSM990280",66,0.1165677,0.9166874,0.1420681,0.9865742,0.3664711,0.0608344,0.1574513,0.8438172,0.1346578,0.2003278,0.7339293,0.2547592
"GSM990281",55,0.2422854,0.9083948,0.1755204,0.9390883,0.4210655,0.106589,0.2072791,0.8713979,0.1602812,0.231914,0.7777351,0.2998184
"GSM990282",64,0.213788,0.8925031,0.1686496,0.9230902,0.3718987,0.0814508,0.1906686,0.8971646,0.1600596,0.2316762,0.7719984,0.2522503
"GSM990283",46,0.1129891,0.9069468,0.1473982,0.8951477,0.3440977,0.02360932,0.1247747,0.8614638,0.1036394,0.1337025,0.7478721,0.2613769
"GSM990284",66,0.1382814,0.9150558,0.164771,0.9037562,0.4257751,0.08734831,0.205149,0.886507,0.1458451,0.2033508,0.7384967,0.2911074
"GSM990285",47,0.1571734,0.9203216,0.2107023,0.9573521,0.431764,0.1493845,0.2343775,0.8826278,0.208626,0.2281633,0.7611713,0.3115496
"GSM990286",58,0.1968796,0.915868,0.1815378,0.8960118,0.4254455,0.07165915,0.233194,0.8686904,0.166964,0.215179,0.7653973,0.3039122
"GSM990287",61,0.1208995,0.9126945,0.191376,0.9268699,0.4390146,0.1318202,0.2525951,0.8643047,0.1942206,0.2222043,0.725998,0.3006506
"GSM990288",48,0.1484793,0.8967665,0.177113,0.9340384,0.4132906,0.09024324,0.1977602,0.8534074,0.1516471,0.2122677,0.7432918,0.3148462
"GSM990289",45,0.2647731,0.9035485,0.1941384,0.9440985,0.4362217,0.14582,0.2758865,0.8844529,0.2280171,0.1959974,0.7584413,0.3125009
"GSM990290",62,0.2316996,0.9249703,0.176815,0.9650472,0.4358917,0.1079748,0.222226,0.8836278,0.185674,0.2330952,0.7223573,0.329192
"GSM990291",50,0.2085146,0.9142155,0.1244869,0.9595159,0.3884662,0.05192469,0.186211,0.8778142,0.1388413,0.210992,0.7315995,0.2923155
"GSM990292",34,0.1376345,0.9165665,0.1406665,0.905802,0.4260098,0.1063632,0.1971856,0.8941635,0.1784383,0.1510089,0.7807037,0.287593
"GSM990293",64,0.1939851,0.8986633,0.1414654,0.9500213,0.3871374,0.0723995,0.2144744,0.8681567,0.1464116,0.21082261,0.7315705,0.280137
"GSM990294",55,0.2125202,0.9011102,0.1704005,0.8809474,0.402437,0.06189199,0.1953383,0.8587298,0.1514693,0.2172591,0.7520127,0.3132634
"GSM990295",48,0.1668806,0.8891546,0.1477851,0.9005932,0.3999755,0.09314911,0.2048512,0.8720666,0.1790411,0.190198,0.7572762,0.2841874
"GSM990296",60,0.1061915,0.9286417,0.1590454,0.9084122,0.4271118,0.08017353,0.2123314,0.8760249,0.1491277,0.1995378,0.7822368,0.2978613
"GSM990297",64,0.2230383,0.8866893,0.1725279,0.9328151,0.412603,0.1750869,0.2107183,0.8917492,0.1610976,0.222708,0.7885215,0.3080274
"GSM990298",58,0.162142,0.9033416,0.142189,0.9252096,0.3778659,0.07189841,0.1826257,0.875727,0.1391213,0.2144225,0.7392443,0.2675464
"GSM990299",37,0.1395641,0.9148163,0.1942776,0.9029866,0.4210909,0.07246987,0.2079415,0.9035339,0.1780827,0.1617959,0.7317473,0.2981592
"GSM990300",60,0.252661,0.89697,0.1752691,0.9655027,0.4043688,0.1030077,0.2370364,0.8570029,0.2006412,0.2491561,0.7396512,0.2970451
"GSM990301",63,0.2080649,0.9266523,0.2182787,0.9434066,0.4292821,0.1090065,0.2424072,0.8413,0.1993476,0.1994634,0.748051,0.3142362
"GSM990302",59,0.2436572,0.9089813,0.1734553,0.8857031,0.3991965,0.09465123,0.2222922,0.894751,0.1668969,0.2409882,0.7210402,0.2850707
"GSM990303",54,0.1763224,0.912648,0.2120274,0.8805848,0.4519701,0.1509284,0.2483808,0.8796612,0.2007071,0.2143252,0.7684329,0.3169188
"GSM990304",60,0.1883778,0.9058234,0.1852236,0.8842112,0.3769393,0.1327874,0.2277419,0.8728359,0.193522,0.2056583,0.7167132,0.281307
"GSM990305",51,0.2594438,0.9049902,0.1621192,0.9593956,0.4332652,0.07720711,0.2127483,0.8712503,0.1657663,0.2370531,0.7491632,0.3210915
"GSM990306",63,0.1772085,0.9100682,0.2066101,0.9166753,0.4237294,0.1390598,0.2461807,0.8518251,0.1906124,0.2505526,0.7587234,0.3134245
"GSM990307",64,0.2250331,0.9046258,0.2114868,0.9332381,0.4447184,0.1964183,0.2610852,0.8460654,0.2037305,0.250803,0.7541045,0.3222578
"GSM990308",64,0.196738,0.901213,0.2116705,0.8953429,0.437012,0.2116623,0.2633497,0.8571303,0.2055733,0.2563533,0.7518445,0.3292211
"GSM990309",44,0.3018906,0.8919294,0.1791169,0.9510257,0.4296782,0.1120315,0.2240684,0.8672265,0.1776317,0.2300094,0.7745969,0.3229612
"GSM990310",65,0.1018017,0.9396504,0.151951,0.9271846,0.3981644,0.04457882,0.08296394,0.8208577,0.1030136,0.2036387,0.6592891,0.2753892
"GSM990311",66,0.1809181,0.8604868,0.1540393,0.8721073,0.3769914,0.05510719,0.2062182,0.8115553,0.1473704,0.244972,0.7382405,0.2851093
"GSM990312",51,0.2330608,0.9015391,0.1906313,0.9092806,0.4299364,0.1000369,0.2377727,0.8714613,0.2066436,0.2533889,0.7545276,0.3128229
"GSM990313",61,0.2493386,0.9214768,0.1719582,0.9422508,0.428803,0.1040589,0.2598244,0.8643081,0.1916651,0.2195103,0.7528919,0.3172753
"GSM990314",52,0.1308345,0.9140636,0.1587467,0.9504763,0.443781,0.1375011,0.2153708,0.8917224,0.179587,0.2323981,0.7589434,0.3115263
"GSM990315",61,0.1972282,0.9077277,0.1389295,0.9261082,0.4298342,0.07918599,0.183824,0.8566378,0.1374498,0.2471735,0.7637144,0.2834273
"GSM990316",59,0.2417728,0.912936,0.1804235,0.9383502,0.4485726,0.1769455,0.2607228,0.8799685,0.1826253,0.2540634,0.7255979,0.353706
"GSM990317",57,0.1320893,0.9159369,0.1555255,0.9392515,0.4630796,0.05859774,0.2304042,0.9099799,0.2003306,0.2131853,0.7511969,0.3334092
"GSM990318",52,0.2344422,0.9133738,0.1888163,0.9082965,0.4522945,0.1945353,0.3087358,0.8633844,0.2274327,0.2321668,0.746161,0.311841
